title,uuid,tags,links,last_mod_dt,word_count
B-Proust Can Change Your Life,['202210181211'],"['#book', '#definition', '#definition', '#beautiful-language']","['[[202210181211]]', '[[202110141425]]', '[[202202181429]]', '[[202107131719]]', '[[202211062019]]', '[[202211140823]]', '[[202301280740]]', '[[202203202211]]', '[[202012281442]]', '[[202009191602]]', '[[202012231619]]', '[[202206050911]]', '[[202204121204]]', '[[202211140837]]', '[[202109200657]]', '[[201906241744]]', '[[202211140847]]']",Sat Jan 28 07:40:16 2023,1659
Recognizing Mind Essence,"['202010270725', '202010300857']",['#dzogchen'],"['[[202010270725]]', '[[202010291831]]', '[[202010292008]]', '[[202010292043]]', '[[202010300734]]', '[[202010300853]]', '[[202010300857]]', '[[202010300859]]', '[[202010292043]]', '[[202008101520]]', '[[201902240737]]', '[[202011030917]]', '[[202011031034]]', '[[202009061358]]', '[[202010261930]]', '[[201901301240]]']",Sun Oct 30 08:10:15 2022,500
Immanent information in a graph,['202204132033'],[],"['[[202204132033]]', '[[202204161511]]', '[[202005241715]]']",Thu Oct 13 08:28:02 2022,83
Blogging Models,['202005070705'],"['#writing', '#writing-spark']","['[[202005070705]]', '[[202001231755]]', '[[201908170822]]']",Thu May 12 09:00:54 2022,44
A Line Into The Future,['202112071424'],['#drawing'],"['[[202112071424]]', '[[202106082050]]']",Mon Dec 20 21:11:45 2021,57
JAMM328 Profile Lede,['202202211003'],"['#JAMM328', '#marked2']","['[[202202211003]]', '[[202201151936]]', '[[202202190808]]']",Fri Dec 09 05:39:39 2022,132
Shuttling Awareness Keeping Perceptual Contact,['202203181505'],"['#mind-science', '#cognition', '#dzogchen', '#dzogchen']","['[[202203181505]]', '[[202012151742]]', '[[202107130603]]', '[[202011030917]]', '[[202010262028]]']",Fri Mar 18 17:42:29 2022,301
Distinguish the true from the false,['201904141737'],['#quote'],"['[[202004042132]]', '[[201904141737]]']",Wed Dec 07 06:12:26 2022,166
The Structured Pursuit of Depth,['202201311030'],"['#philosophy', '#habit', '#writing']","['[[202201311030]]', '[[202201082214]]', '[[201901211027]]', '[[202205301148]]']",Sun Feb 26 08:33:54 2023,198
Self in matter,['201904271115'],['#zen'],"['[[202011260846]]', '[[202207161553]]', '[[201904271115]]']",Mon Jul 18 08:35:59 2022,105
15 Experimental Thinking Tools,['202109291612'],"['#thinking', '#writing']","['[[202109291612]]', '[[202109291617]]', '[[202002210524]]', '[[202002210524]]', '[[202203290856]]', '[[202009100558]]', '[[202204010746]]', '[[202006160738]]', '[[202001210803]]']",Sun Mar 12 08:16:03 2023,477
Tipton Mining Data,['202204070847'],['#Tipton'],['[[202204070847]]'],Thu Apr 07 09:17:32 2022,63
Population Control,['202007240739'],[],"['[[202007240739]]', '[[202007201823]]', '[[202007261621]]', '[[202008171814]]']",Mon Aug 17 18:18:33 2020,295
Narrative Science,['202204261402'],"['#writing', '#JAMM328', '#pedagogy']","['[[202204261402]]', '[[202204280820]]', '[[202204291708]]', '[[202201182047]]', '[[202204010746]]', '[[202008040736]]', '[[202002191651]]', '[[202005111635]]', '[[202203231649]]', '[[202009122057]]', '[[202202071130]]', '[[201901211555]]']",Tue May 03 07:52:24 2022,488
Interview With Mary Jo,['202205011559'],['#JAMM328'],"['[[202205011559]]', '[[202205011724]]']",Tue Nov 01 09:17:16 2022,296
Mind to Mind,['201905061709'],['#zen'],['[[201905061709]]'],Sun May 03 15:30:26 2020,42
Inside the Nightmare Voyage of the Diamond Princess,['202210142036'],"['#covid', '#ENGL463']","['[[202210142036]]', '[[202012301712]]', '[[202207081949]]']",Fri Nov 04 09:02:56 2022,311
Copper gold ratio,['201901071839'],['#investing'],"['[[201901071839]]', '[[201901130743]]']",Mon Oct 19 08:09:40 2020,39
4′ 33″,['201904301027'],[],"['[[201905171120]]', '[[202208200754]]', '[[201904301027]]']",Thu Dec 22 09:50:35 2022,82
S-Abundance Of Poets,['202006091319'],"['#writing', '#sub-hub', '#list']","['[[202006091319]]', '[[201901170944]]', '[[202006090827]]', '[[202011220805]]', '[[202012061355]]', '[[201905031927]]', '[[202009300603]]', '[[202101150603]]', '[[202103072028]]', '[[202212291735]]', '[[202104231023]]', '[[202104212136]]', '[[202104241115]]', '[[202106281802]]', '[[202112231458]]', '[[202212291740]]', '[[202104132242]]', '[[201911232040]]', '[[202208050953]]', '[[202109200659]]', '[[202107091046]]', '[[202001161029]]', '[[202001211808]]', '[[202006091319]]', '[[202006100932]]']",Sun Jan 29 08:51:41 2023,213
Sample Questioning Style For Science Writing,['202201120853'],"['#writing', '#science']","['[[202201120853]]', '[[202103121434]]', '[[202101012100]]']",Thu Jan 12 10:19:25 2023,91
Engineering approaches,['201910242013'],['#MSE101'],['[[201910242013]]'],Sun Oct 24 05:23:30 2021,56
Stories solidify information,['202203182003'],"['#mind-science', '#cognition', '#pedagogy']","['[[202203182003]]', '[[202007311413]]', '[[202012201757]]', '[[202204231651]]']",Wed Dec 21 19:24:02 2022,204
Interest follows gaze,['202108062046'],[],"['[[202108062046]]', '[[202010212026]]', '[[202105102006]]', '[[202107061126]]', '[[202107081111]]']",Sun Aug 08 14:53:52 2021,201
B-The Craftsman,['202105102008'],"['#book', '#craftsmanship', '#beautiful-language']","['[[202105102008]]', '[[202105102113]]', '[[202105102126]]', '[[202105102115]]', '[[202209141633]]', '[[202105102123]]', '[[202104200721]]', '[[201904101105]]', '[[202105102120]]']",Sat Oct 01 16:55:11 2022,236
Knowledge from books,['201905281036'],['#zen'],"['[[202205250813]]', '[[201905281036]]', '[[201905310722]]', '[[201912231625]]']",Sat May 28 12:49:21 2022,121
Probabilistic Thinking,['201812311732'],['#mental-models'],"['[[201812311732]]', '[[201905040535]]', '[[202011251612]]', '[[201911032008]]', '[[202104121938]]', '[[202012301716]]', '[[201901250918]]', '[[201811250734]]', '[[201812271440]]']",Thu Dec 29 21:01:01 2022,171
Separate beliefs from reality,['201904040921'],"['#mental-models,', '#stoicism']","['[[201904040921]]', '[[201901031159]]', '[[202006052009]]', '[[201903070509]]', '[[202010110616]]']",Fri Feb 03 09:09:30 2023,103
Hand Writing Zettel Makes Them Precious,['202107081121'],['#note-taking'],"['[[202107081121]]', '[[202002281039]]', '[[202101141638]]', '[[202107081119]]', '[[202105300554]]']",Fri Jul 09 14:02:16 2021,388
Postitive Tribalism,['202203240827'],"['#mental-models', '#mind-science', '#cognition', '#pedagogy']","['[[202203240827]]', '[[202203232032]]']",Fri Mar 25 09:06:58 2022,158
Kittredge Wakes Up From A Nightmare,['202101291404'],['#ENGL473'],"['[[202101291404]]', '[[202012212010]]', '[[202101232137]]', '[[202101261719]]', '[[202102161635]]']",Sat Jan 29 08:33:35 2022,486
Auditioning a book,"['202205112038', '202105121729']",['#choosing-a-read'],"['[[202205112038]]', '[[202205140716]]', '[[202302021652]]', '[[202105121729]]', '[[202203290856]]', '[[202203301824]]', '[[202205060853]]']",Fri Feb 10 08:30:23 2023,215
A seasonal reference compliments a haiku,['201911201043'],"['#haiku', '#title']","['[[201911201043]]', '[[201911201047]]']",Wed Jan 11 08:49:16 2023,83
Subject And Action Start A Long Sentence,['202012182049'],['#writing'],"['[[202012182049]]', '[[202012132034]]', '[[202002081650]]', '[[202001231755]]', '[[202101221930]]', '[[202105130803]]']",Thu May 13 15:21:42 2021,188
Disorder,['201901081224'],['#zettelkasting'],"['[[201901081224]]', '[[202101080715]]', '[[201901041251]]', '[[201906060645]]']",Fri Oct 01 05:47:38 2021,189
Bookography 2020,['202205291104'],"['#meta-reading', '#list', '#bookography']","['[[202205291104]]', '[[201901211137]]']",Fri Dec 09 21:18:20 2022,424
Designing is one thing,['201905300755'],[],"['[[201911301121]]', '[[201905300755]]']",Sun May 03 15:30:30 2020,113
Constancy vs Intensity,['202202060732'],"['#mental-models', '#constancy']","['[[202202060732]]', '[[202201131431]]', '[[202202060916]]']",Mon Feb 06 08:55:11 2023,200
4 Types of Story Beats,['202201301617'],"['#writing', '#fiction', '#outline', '#what-is-a-beat)']","['[[202201301617]]', '[[202101012100]]', '[[202101012056]]']",Mon Jan 31 21:53:16 2022,301
Sky Replacement,['202009221558'],['#affinity-photo'],"['[[202009221558]]', '[[202009151001]]']",Fri Dec 02 08:56:21 2022,81
Tyler Cowen On Reading,['202109200657'],['#reading-strategies'],"['[[202109200657]]', '[[202211140837]]', '[[202109200659]]', '[[202302080608]]']",Wed Feb 08 07:59:01 2023,210
A-A Forager,['202302051439'],"['#article', '#ENGL501', '#cooking', '#beautiful-language']","['[[202302051439]]', '[[202009211954]]', '[[202212181720]]']",Mon Feb 06 08:35:58 2023,311
"B-In the Dark, Soft Earth",['202005121034'],"['#beautiful-language', '#writing', '#book']","['[[202101221956]]', '[[202005141259]]', '[[202005121034]]', '[[202003291526]]']",Wed Jul 13 08:51:03 2022,371
Blogging Process,['202008120844'],"['#blogging', '#help', '#forum-post']","['[[202008120844]]', '[[202008230753]]']",Mon Nov 21 06:03:37 2022,110
A-Goal-free Effect,['202202121717'],"['#cognition', '#article', '#easy-footnote-bottom-8-13804)']","['[[202202121717]]', '[[202201061456]]']",Fri Aug 12 08:55:38 2022,165
Why Go Into The Wilderness,['202008171814'],"['#writing', '#beautiful-language', '#blogging', '#travel']","['[[202008171814]]', '[[202008111723]]', '[[202007240739]]', '[[202007201826]]', '[[201912121936]]', '[[202008122057]]']",Thu Aug 11 08:16:18 2022,256
Shaping Behavior,['201811091433'],['#zivon'],"['[[201811091433]]', '[[201811151030]]', '[[201811081947]]']",Sun Dec 12 21:40:14 2021,109
Forms Of Engaged Buddhism,['202007261621'],['#quote'],"['[[202007261621]]', '[[202007261630]]', '[[202007240739]]', '[[202007261507]]', '[[201902280516]]', '[[202009191527]]', '[[202009220807]]']",Wed Jun 09 14:41:50 2021,144
Writing is the technology of thinking,['202012151750'],"['#blog-post', '#31by31']","['[[202012151750]]', '[[202104070754]]', '[[202106271734]]', '[[201905151120]]', '[[202209242025]]', '[[202211140823]]', '[[202203181948]]']",Sun Nov 20 08:12:05 2022,426
Apparent Clarity of a Thing,['202106121943'],"['#definition', '#definition']","['[[202106121943]]', '[[202106082050]]', '[[202104020841]]']",Sun Jun 13 15:15:03 2021,114
Command Line Calendar Tips,['202106231616'],['#coding'],['[[202106231616]]'],Fri Jun 25 20:19:32 2021,115
BO-Focus on a single intention,['201904070610'],['#slogans'],"['[[202207211151]]', '[[201903090508]]', '[[201903160423]]', '[[201904270500]]', '[[201904080510]]', '[[201904090608]]', '[[201904070610]]']",Thu Jul 21 20:32:01 2022,581
Idea Storm ::,['202302190849'],"['#mule', '#blogging']","['[[202302190849]]', '[[202009211958]]']",Wed Feb 22 17:10:49 2023,82
S-The Archive,['202006240540'],"['#sub-hub', '#digital-garden', '#forum-post', '#the-archive', '#zettelkasting', '#done']","['[[202006240540]]', '[[202006240540]]', '[[201811151032]]', '[[202102150637]]', '[[202102191913]]', '[[202101130546]]', '[[202301200531]]', '[[202302190842]]', '[[202105230720]]']",Sat Mar 11 08:24:31 2023,370
Driver driven tools for thought,['202112120901'],"['#thinking', '#forum-post', '#latest']",['[[202112120901]]'],Sun Jun 12 08:29:26 2022,167
S-Stoic Philosophy,['202010110616'],"['#sub-hub', '#stoicism']","['[[202010110616]]', '[[202005111752]]', '[[201901021316]]', '[[201904040921]]', '[[202110291215]]', '[[201901021303]]', '[[202006060707]]', '[[202011190711]]', '[[201903190550]]', '[[201912120932]]', '[[201901040626]]', '[[201901031449]]', '[[201901031203]]', '[[202302042148]]', '[[202001121118]]', '[[202001021636]]', '[[201901070542]]', '[[201901021304]]', '[[202012161026]]', '[[202207251450]]', '[[202208061336]]', '[[202209141633]]', '[[202212292053]]', '[[202302221525]]', '[[202209152058]]', '[[202211041602]]', '[[202203131134]]', '[[202207201958]]']",Thu Feb 23 09:49:51 2023,350
Recognize this moment,['201902031959'],['#dzogchen'],"['[[201902031959]]', '[[202011030937]]', '[[202010131004]]', '[[201901301240]]', '[[202010182027]]', '[[202010212026]]']",Wed Jul 13 08:51:03 2022,145
Writing to suggest speech,['201904190747'],"['#writing,', '#conversation-skills', '#skill']","['[[202105201742]]', '[[201904141728]]', '[[201904190747]]']",Sat Nov 19 15:50:53 2022,93
Using the file,['201901211151'],['#zettelkasting'],"['[[201901211151]]', '[[202206251631]]', '[[201901151724]]', '[[201901211134]]', '[[201811241748]]', '[[201901151724]]', '[[201812180819]]', '[[201901231938]]']",Sun Jul 03 16:59:21 2022,289
Relearning Comes Easier Than Expected,['202301110924'],['#cognition'],"['[[202301110924]]', '[[202105221528]]', '[[202202121652]]', '[[202301110921]]']",Wed Feb 01 10:34:35 2023,132
Deep Thinking,['202205191333'],['#mule'],"['[[202205191333]]', '[[202205181807]]']",Thu Jan 19 13:44:21 2023,766
Pseudoinefficacy,['201912291109'],[],"['[[201912270640]]', '[[201912291109]]']",Wed Dec 29 09:42:08 2021,86
A-Evaluating Information,['202208091650'],['#article'],"['[[202208091650]]', '[[202212282102]]', '[[202108062046]]']",Thu Dec 29 21:13:53 2022,517
Homo Puppy,['202009210916'],['#history'],"['[[202009210916]]', '[[202009210922]]', '[[202009220815]]', '[[202010171648]]', '[[202103280716]]', '[[202009212028]]', '[[202009220813]]', '[[202009220727]]']",Wed Jul 13 08:51:03 2022,160
Multiple returns in a function,['202208040854'],"['#code-snippet', '#python', '#Output:Odd', '#Output:Even']","['[[202208040854]]', '[[202208021235]]']",Thu Dec 01 08:24:42 2022,53
The Surprising Reach of Chickens,['202204031656'],"['#writing', '#list', '#humor']","['[[202204031656]]', '[[202105131646]]', '[[202103290553]]']",Mon Oct 03 08:57:51 2022,487
Writing Projects Mental Models into the World,['201910211727'],"['#thinking-skills', '#writing', '#mental-models', '#skill']","['[[202003121747]]', '[[202002280909]]', '[[201910211727]]']",Mon Feb 20 13:58:41 2023,84
Figurative constructions,['201907092038'],[],"['[[201907110556]]', '[[201907120702]]', '[[201907092038]]']",Wed Nov 16 06:32:24 2022,74
Taxonomy of note types,['202005020523'],['#zettelkasting'],"['[[202005020523]]', '[[202005040811]]', '[[202003231457]]', '[[202005040813]]', '[[202005050818]]', '[[202004202102]]', '[[202005060844]]', '[[202005020537]]', '[[202301241904]]']",Sat Jan 28 09:31:41 2023,486
Social Health Of The World,['202007261612'],[],"['[[202007261612]]', '[[202007201823]]', '[[202009191518]]', '[[202007261507]]', '[[202007050647]]']",Tue Feb 21 09:00:17 2023,84
B-Flight Behavior,['202202071130'],"['#book', '#environmental', '#fiction']","['[[202202071130]]', '[[202202071206]]', '[[202202071206]]', '[[202302281758]]', '[[202204261402]]']",Thu Mar 02 20:27:01 2023,313
S-William Stafford's Poetry,['202212291735'],"['#poetry', '#sub-hub']","['[[202212291735]]', '[[202103251527]]', '[[202103231533]]', '[[202103251530]]', '[[202101141638]]', '[[202208222105]]', '[[202103221745]]', '[[202103221716]]', '[[202104061057]]', '[[202103221658]]', '[[202103222006]]', '[[202103221629]]', '[[202104061339]]', '[[202103221735]]', '[[202103221807]]', '[[202103231537]]']",Thu Dec 29 17:45:36 2022,88
Count Occurrences of a Word,['202207301503'],"['#code-snippet', '#python', '#2do""']","['[[202207301503]]', '[[202109161135]]', '[[202208042045]]', '[[202207281547]]']",Fri Oct 28 17:43:20 2022,182
Moral Illusion Of Inefficacy,['201912311816'],[],"['[[201912291109]]', '[[201912311809]]', '[[202002090742]]', '[[201912311816]]']",Fri Feb 17 19:36:32 2023,90
Cultural Broadcasting As A Manipulation Tool,['202007311333'],[],"['[[202007311333]]', '[[201908121002]]', '[[202106301549]]', '[[201912291022]]', '[[202210142037]]', '[[202008190538]]', '[[202008191345]]', '[[202009122057]]']",Fri Nov 04 08:54:28 2022,216
B-The Water Knife,['202202071206'],"['#book', '#environmental', '#beautiful-language']","['[[202202071206]]', '[[202202071130]]', '[[202007201008]]', '[[202007240739]]', '[[202202142211]]', '[[202102100855]]']",Sun Aug 07 07:47:03 2022,381
Blog Post Footer,['202112110736'],['#blogging'],"['[[202112110736]]', '[[202209162001]]']",Sun Dec 11 08:09:04 2022,129
Polar Continents,['201904241358'],[],['[[201904241358]]'],Sun May 03 15:30:23 2020,41
Umwelt Compassion,['202207130858'],"['#travel', '#thinking', '#philosophy']","['[[202207130858]]', '[[202207150844]]', '[[201901010850]]', '[[202207141208]]']",Wed Aug 03 08:59:08 2022,149
For Else Loop,['202201301159'],"['#python', '#coding']","['[[202201301159]]', '[[202108180807]]', '[[202110141134]]', '[[202208042041]]', '[[202201222036]]', '[[202201301159]]', '[[202203031323]]']",Sun Jan 15 09:48:50 2023,100
Don't Yet Know My Full History,['202008281749'],[],"['[[202008281749]]', '[[201901221132]]', '[[202103141429]]']",Fri Jul 09 07:16:52 2021,90
Network Effect,['202109220744'],['#mental-models'],"['[[202109220744]]', '[[202109220828]]', '[[201901231857]]']",Mon Sep 27 15:19:44 2021,92
Deep Thinking,['202203141106'],['#mule'],"['[[202203141106]]', '[[202203131134]]']",Mon Mar 14 19:10:32 2022,381
Ridiculous And Confused Sentences,['202012192019'],['#writing'],"['[[202012192019]]', '[[201908170822]]', '[[202001231755]]']",Sun Dec 19 09:29:44 2021,112
Better vs Worse Options,['201912071603'],['#thinking-skills'],"['[[201812161720]]', '[[201910281639]]', '[[201912071603]]']",Tue Dec 07 15:45:57 2021,95
Dead Out-number The Living,['202001141730'],[],"['[[202001141730]]', '[[202001021656]]', '[[202212080857]]']",Thu Dec 08 09:00:09 2022,34
Simpson's Paradox,['202108220800'],"['#stats', '#paradox', '#error', '#definition']","['[[202108220800]]', '[[201910281644]]', '[[202001090813]]', '[[202001102044]]', '[[201903041713]]']",Sun Oct 16 09:15:28 2022,278
B-Ecodharma,['202007050647'],"['#book', '#zen', '#ENGL316']","['[[202007050647]]', '[[202007200736]]', '[[202007200746]]', '[[202007240759]]', '[[202007231042]]', '[[202007050655]]', '[[202007201751]]', '[[202007201757]]', '[[202007201803]]', '[[202007201813]]', '[[202007201819]]', '[[202007202000]]', '[[202007201823]]', '[[202007201826]]', '[[202007202002]]', '[[202007202006]]', '[[202007202010]]', '[[202007202016]]', '[[202007202019]]', '[[202007202028]]', '[[202007202008]]', '[[202007271019]]', '[[202007271000]]', '[[202007241516]]', '[[202007202034]]', '[[202007202037]]', '[[202007202040]]', '[[202007202041]]', '[[202007201813]]', '[[202007202044]]', '[[202007202045]]', '[[202007202046]]', '[[202007230822]]', '[[202007230826]]', '[[202004021433]]', '[[202007261507]]', '[[202007261527]]', '[[202007241516]]']",Wed May 18 20:23:02 2022,422
"T-March 17, 2021",['202103170534'],"['#mule', '#Comment_11060', '#done', '#dzogchen']",['[[202103170534]]'],Thu Mar 18 20:38:32 2021,234
Inciting incidents,['201811171131'],['#writing'],"['[[201811171131]]', '[[201811151512]]', '[[201811151517]]', '[[201811171634]]', '[[202105040806]]']",Sun Dec 12 21:35:50 2021,84
Road Kill Fragments,['202104100810'],['#ENGL473'],"['[[202104100810]]', '[[202104100806]]']",Sun Apr 25 21:52:28 2021,147
